simple0,simple1,simple2
"In order to perform immunofluorescence staining, free-floating sections were thoroughly rinsed with PBS and subsequently incubated in PBS++ solution (PB++ solution is made up of 5% fetal calf serum and 0.3% Triton X-100 in PBS) for one hour at room temperature to block nonspecific antibody binding. However, if BrdU detection was required, sections were treated with 2 N HCl at 37°C for 30 minutes and then neutralized with 0.1 M borate buffer for 10 minutes, followed by six washes in PBS before blocking. The sections were then incubated overnight at 4°C with primary antibody dilutions (as given in Table 1) in PBS++, followed by three quick washes in PBS. Next, secondary antibody conjugated with either cyanine 2 (cy2), cy3, or cy5 was added and incubated for two hours at room temperature in a 1:400 dilution in PBS++. After another three washes in PBS for 10 minutes each, the sections were treated with DAPI (SigmaAldrich, D9564) at a concentration of 5 mg/ml for 20 minutes, followed by another three 5-minute washes in PBS. Finally, the sections were mounted with Aqua poly/Mount (Polysciences, 18606) before being imaged.","To prepare the free-floating sections for immunofluorescence staining, they were first washed with PBS and then blocked with a solution of PBS++ (PBS++ comprises 5% fetal calf serum and 0.3% Triton X-100 in PBS) for one hour at room temperature. When staining was required using BrdU detection, the sections were pretreated with 2 N HCl for 30 minutes at 37°C, neutralized with 0.1 M borate buffer for 10 minutes, and then washed six times in PBS before being blocked with PBS++. Subsequently, the sections were incubated in a primary antibody solution diluted in PBS++ (see Table 1) for 24 hours at 4°C, followed by three washes of 10 minutes each in PBS. The sections were then incubated with a secondary antibody that had been conjugated with cyanine 2 (cy2), cy3 or cy5 for two hours at room temperature in PBS++ in a dilution of 1:400 (Jackson ImmunoResearch Lab). Following this, the sections were washed thrice in PBS for 10 minutes each and then treated with DAPI (SigmaAldrich, D9564) at a concentration of 5 mg/ml for 20 minutes, followed by another three 5-minute washes in PBS. Finally, the sections were mounted using Aqua poly/Mount (Polysciences, 18606) prior to imaging.","The free-floating sections were first washed with PBS and blocked with PBS++ (PBS++ is a mixture of 5% fetal calf serum, 0.3% Triton X-100 in PBS) for one hour at room temperature to prevent nonspecific antibody binding, for immunofluorescence staining. However, if BrdU detection was required, the sections were exposed to 2 N HCl for 30 minutes at 37°C followed by neutralization with 0.1 M borate buffer for 10 minutes and six washes in PBS prior to blocking with PBS++. The sections were then incubated for 24 hours at 4°C with primary antibody dilutions (as given in Table 1) using PBS++. After being briefly washed in PBS, they were then exposed to secondary antibody conjugated with cyanine 2 (cy2), cy3 or cy5, which was diluted in PBS++ in a ratio of 1:400 for two hours at room temperature (Jackson ImmunoResearch Lab). Subsequently, the sections were gently washed in PBS three times for 10 minutes each before being treated with DAPI (SigmaAldrich, D9564) at 5 mg/ml concentration for 20 minutes and a further wash in PBS thrice for 5 minutes each. Finally, the sections were mounted using Aqua poly/Mount (Polysciences, 18606) for imaging."
"To determine the frequency of recombination events, the number of positive cells in each region of interest was counted, with a minimum of 100 cells being counted for each animal and time point. The results were then presented as the mean ± standard deviation to provide a summary of the data.","In order to quantify the frequency of recombination events, the positive cells in the region of interest were counted, with a minimum of 100 cells being counted for each time point and animal. The results were plotted as the mean value with standard deviation error bars to provide a clear visual representation of the data.","The recombination events were quantified by counting a minimum of 100 positive cells in each region of interest for each time point and animal. To present data, the mean value was calculated and reported with the standard deviation as an estimate of the variability observed."
"The efficacy of a DCX genomic fragment spanning 3509-bp for driving the expression of reporter genes in immature neurons and neuronal precursors was previously documented (9,10). As a result, the CreERT2 encoding sequences were cloned downstream of this DCX regulatory region. Two male founders carrying the CreERT2 transgene were created through pronuclear injection. Both the founders transmitted the transgene to their offspring, and Southern blot analysis suggested that only one copy of the integrated transgene was present in the host genome (Additional file 1).","In previous research, it was demonstrated that a 3509-bp DCX genomic fragment effectively drove the expression of reporter genes in neuronal precursors and immature neurons both in vitro and in vivo (9,10). Consequently, the CreERT2 encoding sequences were cloned after this DCX regulatory fragment (Additional File 1). After pronuclear injection, two male founders carrying the CreERT2 transgene were identified. Both founders passed down the transgene to their offspring, and Southern blot analysis indicated that only one copy of the transgene was inserted into the host genome (Additional File 1).","Previous studies showed that a 3509-bp DCX genomic fragment could facilitate the expression of reporter genes in neuronal precursor cells and immature neurons both in vitro and in vivo (9,10). Based on this finding, the CreERT2 encoding sequences were introduced downstream of this DCX regulatory fragment (Additional file 1). Two male mice carrying the CreERT2 transgene were obtained after pronuclear injection. Both mice transmitted their transgene to the F1 generation, and Southern blot analysis indicated the integration of a single copy of the transgene into the host genome (Additional file 1)."
"The activity of Cre-recombinase was analyzed in the first-generation of two founder-derived lines, by mating them with mice carrying the Rosa26 lacZ reporter gene. The lacZ expression cassette was activated after recombination [23]. After two weeks of tamoxifen (TAM) or vehicle injection, 2-month-old DCX-CreERT2:Rosa26 lacZ mice were perfused and evaluated for b-gal activity. The expected TAM-induced b-gal expression was seen in both DCX-CreERT2 transgenic lines, in adult neurogenic regions including the SVZ and dentate gyrus (Additional file 1). Unexpectedly, no b-gal activity was detected following vehicle injections in the offspring derived from founder 2. On the other hand, mice from founder 1 showed numerous b-gal positive profiles after vehicle injection, indicating non-specific recombination events (data not shown). As a result, only the transgenic DCXCreERT2 founder 2 line was expanded and used for further experiments.","To assess Cre-recombinase activity, two founder-derived lines were mated with Rosa26 lacZ reporter mice which carry a lacZ expression cassette that becomes activated after recombination [23]. After a two-week injection of either tamoxifen (TAM) or vehicle, 2-month-old DCX-CreERT2:Rosa26 lacZ mice were perfused and analysed for the presence of b-gal activity. As anticipated, the expected TAM-induced b-gal expression was observed in both DCX-CreERT2 transgenic lines in the SVZ and dentate gyrus, as shown in Additional file 1. Surprisingly, the progeny derived from founder 2 showed no b-gal activity upon vehicle injection. In contrast, mice resulting from founder 1 had several b-gal positive profiles after vehicle injection, indicating that there were unspecific recombination events (data not shown). Consequently, only the DCXCreERT2 founder 2 line was used for downstream experiments.","The activity of Cre-recombinase was evaluated in the first-generation of two founder-derived lines by mating them with Rosa26 lacZ reporter mice that could activate a lacZ expression cassette after recombination [23]. Following either a tamoxifen or vehicle injection, 2-month-old DCX-CreERT2:Rosa26 lacZ mice were perfused and stained for b-gal activity. As predicted, the expected TAM-induced b-gal expression was detected in both DCX-CreERT2 transgenic lines in adult neurogenic regions such as the SVZ and dentate gyrus, as shown in Additional file 1. However, there was no b-gal activity seen in the progeny derived from founder 2 after vehicle injection. In contrast, mice that were offspring of founder 1 showed several b-gal positive profiles after vehicle injection, reflecting non-specific recombination events (data not shown). Therefore, only the DCXCreERT2 founder 2 line was expanded and used in the subsequent experiments."
"To investigate the coincidence between CreERT2 expression and endogenous DCX expression in the DCX-CreERT2 transgenic mice, we studied their respective expression patterns. On a cellular level, CreERT2 was observed in almost all DCX+ cells of the developing CNS (E15.5). Moreover, after the administration of TAM, CreERT2 was translocated to the nucleus one day later (Figure 1a). Also, in adult brains, CreERT2 expression was restricted to the nucleus of DCX+ cells strictly following TAM injection (Figure 1b). The prerequisite for CreERT2 activity was triggerred by TAM administration, allowing for nuclear localization.","In order to validate the coincidence of CreERT2 expression with that of endogenous DCX expression in DCX-CreERT2 transgenic mice, we analyzed their respective expression patterns. At the individual cell level, CreERT2 was identified in almost all DCX+ cells of the developing CNS (E15.5). Further to this, after TAM injection, CreERT2 was translocated to the nucleus one day later (Figure 1a). Similarly, in the adult brain, CreERT2 expression was confined to the nucleus of DCX+ cells specifically following TAM injection (Figure 1b). The activity of CreERT2 was only possible following nuclear localization which was triggered by TAM administration.","To confirm the alignment of CreERT2 expression and endogenous DCX expression in DCX-CreERT2 transgenic mice, we analyzed their corresponding expression patterns. At the cellular level, CreERT2 was detected in virtually all DCX+ cells during the development of CNS (E15.5). Also, one day after administering TAM, CreERT2 was translocated to the nucleus (Figure 1a). Similarly, in the adult brain, CreERT2 expression was strictly limited to the nucleus of DCX+ cells one day after TAM injection (Figure 1b). The prerequisite for CreERT2 activity was the induction of nuclear localization, which was triggered by TAM administration."
"In order to identify the time period in which the nucleus experiences the effect of CreERT2 after the TAM injection, experiments were conducted on DCX-CreERT2 adult mice. These mice were perfused after different time intervals post-injection, and the sub-cellular location of CreERT2 was analyzed. The nuclear location of CreERT2 had a significant decrease in comparison with the primary day after seven days following the TAM injection. Co-localization of CreERT2 expression with DCX was still observed during this time period, but the distribution returned to being mostly cytoplasmic (Figure 1c). In addition, two weeks following the TAM injection, CreERT2 was found to be only located in the cytoplasm (Figure 1d and 1e). Our discoveries indicate that nuclear localization of CreERT2 recedes right away after the last TAM administration, proposing that the activity of CreERT2 was short-lived and was nearly ceased after a week.","DCX-CreERT2 adult mice were utilized to evaluate the timeframe during which CreERT2 impacts the nucleus following TAM injection. Mice were perfused at various time intervals post-injection before analyzing the sub-cellular localization of CreERT2. Substantial decline in the nuclear localization of CreERT2 was observed seven days following TAM injection as compared to the first day. During this period, while CreERT2 expression was still co-localized with DCX, its distribution moved back to predominantly cytoplasmic (Figure 1c). Moreover, two weeks following TAM injection, CreERT2 was exclusively located in the cytoplasm (Figure 1d and 1e). These findings suggest that nuclear localization of CreERT2 rapidly declines after the final TAM administration and thus, indicating that CreERT2 activity is temporary and nearly stopped after 7 days.","To evaluate the time frame during which the CreERT2 impacts the nucleus in DCX-CreERT2 adult mice following the TAM injection, mice were perfused at different time points post-injection before analyzing the sub-cellular localization of CreERT2. Comparing it to the earlier days, a significant decrease was noted in the nuclear localization of CreERT2 seven days after the TAM injection. During this phase, CreERT2 still co-localized with DCX, but its distribution predominantly moved to cytoplasmic (Figure 1c). Furthermore, after two weeks of the TAM injection, CreERT2 was exclusively localized in the cytoplasm (Figure 1d and 1e). These findings indicate that the nuclear localization of CreERT2 swiftly declines following the last TAM administration, suggesting that the activity of CreERT2 is short-lived and almost completely ceases after 7 days."
"After verifying the correct co-localization of CreERT2 and DCX+ cells, we proceeded to investigate the specificity and efficacy of recombination. For this purpose, we crossbred DCX-CreERT2 mice with Rosa26 lacZ or CAG-CATEGFP reporter mice, which allowed us to track the activation of the relevant reporter gene expression following successful excision of the loxP-flanked cassette. By analyzing the expression of reporter genes at different time intervals post-recombination, we can trace the fate of DCX-expressing cells.","With the confirmation of appropriate co-localization between CreERT2 and DCX+ cells, we proceeded to evaluate the specificity and accuracy of recombination activity. To achieve this, we crossbred DCX-CreERT2 mice with Rosa26 lacZ or CAG-CATEGFP reporter mice, enabling us to monitor the activation of the reporter gene expression upon successful excision of the loxP-flanked cassette. By examining the reporter gene expression at various time points after recombination, we can track the fate of DCX-expressing cells.","Our initial step was to validate the appropriate co-localization between CreERT2 and DCX+ cells, after which we proceeded to examine the specificity and effectiveness of recombination. For this purpose, we crossed DCX-CreERT2 mice with Rosa26 lacZ or CAG-CATEGFP reporter mice to track the activation of the relevant reporter gene expression after a successful excision of the loxP-flanked cassette. We analyzed the expression of reporter genes at different time intervals post-recombination, allowing us to monitor the fate of DCX-expressing cells."
"The examination of CreERT2 activity was conducted in embryonic stages to determine its effect. After the injection of TAM on E14.5, the distribution of b-gal expression was noted to be limited to the development of CNS and DRGs, which corresponded to the natural pattern of endogenous DCX expression at that stage. Administering a single TAM-injection led to the expression of EGFP reporter in various regions of the brain parenchyma after activating CreERT2 on E17.5. EGFP+ cells were present in several regions of the brain parenchyma such as granular cell layer of dentate gyrus, striatum, cortex, thalamus, and Ammon's horn (CA1), which followed the DCX expression pattern at E17.5.","To determine the efficacy of CreERT2 activity at the embryonic stage, a single dose of TAM was injected on E14.5, and the distribution of b-gal expression was studied as revealed by X-gal staining. The results showed that expression was only confined to the developing CNS and dorsal root ganglia (DRGs), following the same pattern of endogenous DCX at E14.5. CreERT2 activation on E17.5 by administering a single TAM-injection displayed an extensive distribution of EGFP reporter expression in the adult brain, covering most regions of the brain parenchyma, including the granular cell layer of dentate gyrus, striatum, cortex, thalamus, and Ammon's horn (CA1). These findings were consistent with the DCX expression pattern at E17.5.","The study aimed to evaluate the effects of CreERT2 activity during embryonic stages. X-gal staining was performed to reveal b-gal expression 24 hours after administering a single TAM injection on E14.5. Results depicted that b-gal expression was restricted to develop the CNS and DRGs, which was similar to the pattern of endogenous DCX expression. Further, a single TAM injection was administered on E17.5 to activate CreERT2, enabling EGFP reporter expression all over the brain parenchyma in the adult brain. The expression patterns were detected in several regions such as the granular cell layer of dentate gyrus, cortex, thalamus, striatum, and Ammon's horn (CA1) corresponding to the DCX expression pattern at E17.5."
"It is worth noting that almost all the cells that expressed EGFP showed the presence of NeuN which suggests that they had differentiated into neurons that are no longer in their early stages (Figure 2d to 2g). Interestingly, EGFP expression was not detected in DCX-positive cells located in the SVZ (Figure 2f and 2g), the RMS (data not shown) or the subgranular zone (SGZ) of the dentate gyrus (Figure 2d and 2e). A small number of EGFP+ cells were found in or in close proximity to the ependymal layer of the lateral ventricles (Figure 2f, indicated by arrows). These EGFP+ cells, however, did not display NeuN or DCX, and thus their identity still remains to be investigated.","It is notable that nearly all EGFP-expressing cells also expressed NeuN, indicating that they had become mature neurons (Figure 2d to 2g). Interestingly, we did not find EGFP expression in DCX-positive cells in the SVZ (Figure 2f and 2g), the RMS (data not shown), or the SGZ of the dentate gyrus (Figure 2d and 2e). There were, however, a few EGFP+ cells present either within, or in close association with, the ependymal layer of the lateral ventricles (Figure 2f, arrows). These cells, however, did not co-express NeuN or DCX and their exact nature is yet to be determined.","Almost all the EGFP+ cells were seen to express NeuN indicating that they had successfully undergone differentiation into mature neurons (Figure 2d to 2g). Meanwhile, we did not observe any EGFP expression in DCX-positive cells of the SVZ (Figure 2f and 2g), RMS (data not shown), or SGZ of the dentate gyrus (Figure 2d and 2e). In the ependymal layer of the lateral ventricles, a few EGFP+ cells were present (Figure 2f, indicated by arrows), but these cells neither co-expressed NeuN nor DCX, the specific role of these cells is currently unknown."
"To explore the extent of neuron production in the adult central nervous system, a group of adult mice were subjected to TAM injections for five consecutive days. After four weeks following the last injection, the mice were analyzed and it was observed that EGFP+ cells generated from the SVZ moved towards the OB and were located mainly in the GrO layer of the OB, with a lesser presence in the pGl layer. These cells in the OB were found to express NeuN, indicating maturation while the expression of DCX was not detected. The limited number of EGFP+ cells expressing DCX were sporadically found in the rostral RMS, and EGFP+ cells were scarcely present in the SVZ. Furthermore, the EGFP+ cells in the dentate gyrus also expressed NeuN, and no detection of DCX expression was observed. (Figure 2h–k).","A study investigating the generation of neurons in the adult central nervous system administered TAM injections to a group of adult mice over a period of five consecutive days. After four weeks post-injection, the mice were analyzed, and it was observed that the EGFP+ cells generated from the SVZ made their way toward the OB and were predominantly distributed in the GrO layer, with a smaller amount being found in the pGl layer. The cells that had arrived at the OB expressed the mature neuronal marker NeuN, while DCX expression was absent. In contrast, only a handful of scattered EGFP+ cells that still expressed DCX were present in the rostral RMS, and EGFP+ cells were barely detectable in the SVZ. Moreover, the EGFP+ cells in the dentate gyrus expressed NeuN and did not express DCX. (Figure 2h–k).","To assess the production of new neurons in the central nervous system of adult mice, a study used TAM injections over five consecutive days. After a four-week period since the last injection, the mice were observed and it was seen that EGFP+ cells produced from the SVZ had reached the OB, mainly situated in the GrO layer while the pGl layer had fewer of these cells. The cells in the OB expressed the mature neuronal marker NeuN, whilst DCX expression was absent. Only a handful of EGFP+ cells expressing DCX were present in the rostral RMS and EGFP+ cells were scarcely noticeable in the SVZ. Similarly, the EGFP+ cells in the dentate gyrus expressed NeuN but not DCX. (Figure 2h–k)."
"The assessment of the recombination event in DCX-expressing cells in the adult SVZ and SGZ involved evaluating the efficiency and specificity. Measuring the percentage of EGFP-expressing DCX+ cells quantified efficiency while the proportion of DCX-expressing EGFP+ cells determined the specificity. To enhance EGFP signals amplification using an anti-EGFP antibody was necessary, due to their low levels of accumulation. The results showed that approximately 94% of DCX+ cells expressed EGFP in the SVZ two days after the last TAM injection. In the SGZ, EGFP was detected in approximately 77% of DCX-expressing cells. In the SVZ, approximately 96% of EGFP+ cells and 90% of EGFP+ cells in the SGZ co-expressed DCX, indicating high efficiency and specificity of CreERT2 activity.","The efficiency and specificity of the recombination event were evaluated in DCX-expressing cells in the adult SVZ and SGZ. The efficiency was calculated by measuring the percentage of DCX+ cells that expressed EGFP while the specificity was calculated by measuring the percentage of EGFP+ cells that expressed DCX. As EGFP accumulation levels were initially low, an anti-EGFP antibody was used to amplify signals in all subsequent experiments. The results showed that around 94% of DCX+ cells expressed EGFP in the SVZ two days after the last TAM injection, while in the SGZ, approximately 77% of DCX-expressing cells expressed EGFP. Furthermore, almost 96% of EGFP+ cells in the SVZ and about 90% of EGFP+ cells in the SGZ were co-expressing DCX, indicating a highly efficient and specific CreERT2 activity.","To evaluate the efficiency and specificity of the recombination event, DCX-expressing cells were analyzed in the adult SVZ and SGZ. The proportion of DCX+ cells expressing EGFP determined the efficiency while the proportion of EGFP+ cells expressing DCX determined the specificity. Low levels of EGFP within cells were observed in the initial time point, leading to the amplification of the EGFP signals using anti-EGFP antibodies in subsequent experiments. The findings indicated that roughly 94% of DCX+ cells in the SVZ expressed EGFP two days after the last TAM injection, while in the SGZ about 77% of DCX-expressing cells co-expressed EGFP. Additionally, nearly 96% of EGFP+ cells in SVZ and about 90% in SGZ co-expressed DCX, reflecting the high efficiency and specificity of CreERT2 activity."
